02/18/21 17:59:02
Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm)
18, 17:53, W14, 16, Fair, CLR, 13.3, 1.1, , , 44%, NA, NA, 77.01, 1026.6, , , 
---
Incident number, relative time since start, timestamp
1, 0.10472148298867978, 2021-02-18 18:00:02.137358
2, 0.19036234100349247, 2021-02-18 18:00:02.223047
3, 1.495971903001191, 2021-02-18 18:00:03.528647
4, 1.923358227009885, 2021-02-18 18:00:03.956032
5, 1.9442753019975498, 2021-02-18 18:00:03.976962
6, 2.4114244029915426, 2021-02-18 18:00:04.444094
7, 3.2982938270142768, 2021-02-18 18:00:05.330962
8, 3.6861888320127036, 2021-02-18 18:00:05.718874
9, 3.8540632349904627, 2021-02-18 18:00:05.886750
10, 3.8817851220082957, 2021-02-18 18:00:05.914472
11, 4.272309694002615, 2021-02-18 18:00:06.304995
12, 4.294650169991655, 2021-02-18 18:00:06.327337
13, 5.382773454010021, 2021-02-18 18:00:07.415453
14, 6.044747392996214, 2021-02-18 18:00:08.077432
15, 6.377871575998142, 2021-02-18 18:00:08.410557
16, 7.96074095601216, 2021-02-18 18:00:09.993418
17, 8.042785744008143, 2021-02-18 18:00:10.075472
18, 9.767021173000103, 2021-02-18 18:00:11.799701
19, 9.87116788700223, 2021-02-18 18:00:11.903855
20, 10.361916718014982, 2021-02-18 18:00:12.394603
21, 10.64399235000019, 2021-02-18 18:00:12.676679
22, 11.06370685598813, 2021-02-18 18:00:13.096393
23, 11.313334366015624, 2021-02-18 18:00:13.346017
24, 12.012389604991768, 2021-02-18 18:00:14.045075
25, 12.527111550007248, 2021-02-18 18:00:14.559797
26, 14.841653926006984, 2021-02-18 18:00:16.874334
27, 16.94326393000665, 2021-02-18 18:00:18.975943
28, 17.961513727001147, 2021-02-18 18:00:19.994195
29, 18.765016594988992, 2021-02-18 18:00:20.797702
30, 19.215779243008, 2021-02-18 18:00:21.248461
31, 19.23900735299685, 2021-02-18 18:00:21.271694
32, 20.177704152010847, 2021-02-18 18:00:22.210388
33, 21.346152699989034, 2021-02-18 18:00:23.378838
34, 21.778831094998168, 2021-02-18 18:00:23.811514
35, 21.82645155399223, 2021-02-18 18:00:23.859138
36, 22.365050205000443, 2021-02-18 18:00:24.397734
37, 22.7614995049953, 2021-02-18 18:00:24.794186
38, 22.86373786101467, 2021-02-18 18:00:24.896424
39, 23.016403573012212, 2021-02-18 18:00:25.049090
40, 23.312869126995793, 2021-02-18 18:00:25.345552
41, 23.43051485301112, 2021-02-18 18:00:25.463201
42, 23.5138050079986, 2021-02-18 18:00:25.546492
43, 23.63362253201194, 2021-02-18 18:00:25.666309
44, 25.244193015008932, 2021-02-18 18:00:27.276875
45, 25.351579709997168, 2021-02-18 18:00:27.384266
46, 26.108714926987886, 2021-02-18 18:00:28.141401
47, 26.291346134996274, 2021-02-18 18:00:28.324033
48, 27.437940711010015, 2021-02-18 18:00:29.470622
49, 30.19533250000677, 2021-02-18 18:00:32.228013
50, 31.22744877601508, 2021-02-18 18:00:33.260126
